ReportSystemID;Sprachkenner;ReportKlasse;Bezeichnung;Sortierung;ObjektTyp;ObjektName;Datenquelle;VBG;VB;ET;ParaFilter;ParaAnsicht;ParaMitLogo;ParaKommentar;ParaDoku;DokuName;FilterTyp;Eigentuemer;UnterKlasse;Druckart;Reportgruppe;Datensort
281;IT;I;Lotz_002_tutti FZG con telaio DC da 2005;NULL;5;Lotz_002_alle FZG mit Fahrgestell DC seit 2005;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
282;DE;I;Vo_038_Fakturierte Aufträge;NULL;5;Vo_038_Fakturierte Aufträge;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
282;EN;I;Vo_038_Fakturierte Aufträge;NULL;5;Vo_038_Fakturierte Aufträge;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
282;FR;I;Vo_038_commandes facturées;NULL;5;Vo_038_Fakturierte Aufträge;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
282;IT;I;Vo_038_ordini fatturati;NULL;5;Vo_038_Fakturierte Aufträge;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
283;DE;I;Vo_039_Auftragseingang ohne Lohr;NULL;5;Vo_039_Auftragseingang ohne Lohr;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
283;EN;I;Vo_039_Auftragseingang ohne Lohr;NULL;5;Vo_039_Auftragseingang ohne Lohr;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
283;FR;I;Vo_039_entrée de commandes sans Lohr;NULL;5;Vo_039_Auftragseingang ohne Lohr;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
283;IT;I;Vo_039_ricevimento ordini senza Lohr;NULL;5;Vo_039_Auftragseingang ohne Lohr;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
285;DE;I;Vo_041_Angebote-Zeitraum-Jahresvergleich;NULL;5;Vo_041_Angebote-Zeitraum-Jahresvergleich;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
285;EN;I;Vo_041_Angebote-Zeitraum-Jahresvergleich;NULL;5;Vo_041_Angebote-Zeitraum-Jahresvergleich;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
285;FR;I;Vo_041_offres-durée-comparatif annuel;NULL;5;Vo_041_Angebote-Zeitraum-Jahresvergleich;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
285;IT;I;Vo_041_offerte - periodo - confronto annuale;NULL;5;Vo_041_Angebote-Zeitraum-Jahresvergleich;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
286;DE;I;Vo_042_Auftragsbestand ohne Lohr;NULL;5;Vo_042_Auftragsbestand ohne Lohr;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
286;EN;I;Vo_042_Auftragsbestand ohne Lohr;NULL;5;Vo_042_Auftragsbestand ohne Lohr;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
286;FR;I;Vo_042_contenu de commande sans Lohr;NULL;5;Vo_042_Auftragsbestand ohne Lohr;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
286;IT;I;Vo_042_portafoglio ordini senza Lohr;NULL;5;Vo_042_Auftragsbestand ohne Lohr;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
287;DE;I;Vo_043_Auftragsbestand incl Lohr;NULL;5;Vo_043_Auftragsbestand incl Lohr;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
287;EN;I;Vo_043_Auftragsbestand incl Lohr;NULL;5;Vo_043_Auftragsbestand incl Lohr;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
287;FR;I;Vo_043_contenu de commande Lohr inclu;NULL;5;Vo_043_Auftragsbestand incl Lohr;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
287;IT;I;Vo_043_portafoglio ordini incl. Lohr;NULL;5;Vo_043_Auftragsbestand incl Lohr;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
288;DE;I;Vo_040_Auftragseingang incl Lohr;NULL;5;Vo_040_Auftragseingang incl Lohr;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
288;EN;I;Vo_040_Auftragseingang incl Lohr;NULL;5;Vo_040_Auftragseingang incl Lohr;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
288;FR;I;Vo_040_entrée de commande Lohr inclu;NULL;5;Vo_040_Auftragseingang incl Lohr;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
288;IT;I;Vo_040_ricevimento ordini incl. Lohr;NULL;5;Vo_040_Auftragseingang incl Lohr;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
289;DE;I;Vo_044_Verlustmeldungen;NULL;5;Vo_044_Verlustmeldungen;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
289;EN;I;Vo_044_Verlustmeldungen;NULL;5;Vo_044_Verlustmeldungen;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
289;FR;I;Vo_044_avis de perte;NULL;5;Vo_044_Verlustmeldungen;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
289;IT;I;Vo_044_avviso di perdita;NULL;5;Vo_044_Verlustmeldungen;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
290;DE;I;Vo_046_Auftragseingang_Deutschland;NULL;5;Vo_046_Auftragseingang_Deutschland;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
290;EN;I;Vo_046_Auftragseingang_Deutschland;NULL;5;Vo_046_Auftragseingang_Deutschland;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
290;FR;I;Vo_046_entrée de commande allemagne;NULL;5;Vo_046_Auftragseingang_Deutschland;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
290;IT;I;"Vo_046_ricevimento ordini_Germania ";NULL;5;Vo_046_Auftragseingang_Deutschland;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
291;DE;I;Vo_047_Auftragseingang_Export;NULL;5;Vo_047_Auftragseingang_Export;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
291;EN;I;Vo_047_Auftragseingang_Export;NULL;5;Vo_047_Auftragseingang_Export;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
291;FR;I;Vo_047_entrée de commande_export;NULL;5;Vo_047_Auftragseingang_Export;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
291;IT;I;Vo_047_ricevimento ordini_Export;NULL;5;Vo_047_Auftragseingang_Export;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
292;DE;I;Merkmale_upd;NULL;2;Merkmale_upd;NULL;ma_tool3;start;start;Dummy;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
292;EN;I;Merkmale_upd;NULL;2;Merkmale_upd;NULL;ma_tool3;start;start;Dummy;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
292;FR;I;caractèristique_upd;NULL;2;Merkmale_upd;NULL;ma_tool3;start;start;Dummy;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
292;IT;I;caratteristiche_upd;NULL;2;Merkmale_upd;NULL;ma_tool3;start;start;Dummy;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
293;DE;I;Vo_042a_Auftragsbestand ohne Lohr sort Aeingang;NULL;5;Vo_042a_Auftragsbestand ohne Lohr sort Aeingang;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
293;EN;I;Vo_042a_Auftragsbestand ohne Lohr sort Aeingang;NULL;5;Vo_042a_Auftragsbestand ohne Lohr sort Aeingang;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
293;FR;I;Vo_042a_contenu de commandesans Lohr  trié entréeA;NULL;5;Vo_042a_Auftragsbestand ohne Lohr sort Aeingang;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
293;IT;I;Vo_042a_portafoglio ordini senza Lohr, assortito ricevimento;NULL;5;Vo_042a_Auftragsbestand ohne Lohr sort Aeingang;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
294;DE;I;Vo_043a_Auftragsbestand incl Lohr sort Aeingang;NULL;5;Vo_043a_Auftragsbestand incl Lohr sort Aeingang;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
294;EN;I;Vo_043a_Auftragsbestand incl Lohr sort Aeingang;NULL;5;Vo_043a_Auftragsbestand incl Lohr sort Aeingang;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
294;FR;I;Vo_043a_contenu de commande Lohr inclu trié Aentrée;NULL;5;Vo_043a_Auftragsbestand incl Lohr sort Aeingang;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
294;IT;I;"Vo_043a_portafoglio ordine incl. Lohr assortito ricevimento ";NULL;5;Vo_043a_Auftragsbestand incl Lohr sort Aeingang;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
295;DE;I;Gebiet_abgl;NULL;2;Gebiet_abgl;NULL;ma_anschrift;gebiet_abgleich;start;Dummy;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
295;EN;I;Areas;NULL;2;Gebiet_abgl;NULL;ma_anschrift;gebiet_abgleich;start;Dummy;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
295;FR;I;comparer régions;NULL;2;Gebiet_abgl;NULL;ma_anschrift;gebiet_abgleich;start;Dummy;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
295;IT;I;compensare regioni;NULL;2;Gebiet_abgl;NULL;ma_anschrift;gebiet_abgleich;start;Dummy;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
296;DE;I;"Vo_049_Katalog; neu angelegt";NULL;5;"Vo_049_Katalog; neu angelegt";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
296;EN;I;"Vo_049_Katalog; neu angelegt";NULL;5;"Vo_049_Katalog; neu angelegt";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
296;FR;I;"Vo_049_catalogue; retravaillé";NULL;5;"Vo_049_Katalog; neu angelegt";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
296;IT;I;"Vo_049_catalogo; creato nuovo";NULL;5;"Vo_049_Katalog; neu angelegt";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
297;DE;I;Vo_022_Offene Aufträge Ulm;NULL;5;Vo_022_Offene Aufträge Ulm;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
297;EN;I;Vo_022_Offene Aufträge Ulm;NULL;5;Vo_022_Offene Aufträge Ulm;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
297;FR;I;Vo_022_commandes vacantes Ulm;NULL;5;Vo_022_Offene Aufträge Ulm;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
297;IT;I;Vo_022_ordini aperte Ulm;NULL;5;Vo_022_Offene Aufträge Ulm;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
298;DE;I;Vo_022_Offene Aufträge Görlitz;NULL;5;Vo_022_Offene Aufträge Görlitz;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
298;EN;I;Vo_022_Offene Aufträge Görlitz;NULL;5;Vo_022_Offene Aufträge Görlitz;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
298;FR;I;Vo_022_Commandes vacantes Görlitz;NULL;5;Vo_022_Offene Aufträge Görlitz;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
298;IT;I;Vo_022_ordini aperte Görlitz;NULL;5;Vo_022_Offene Aufträge Görlitz;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
299;DE;I;Vo_022_Offene Aufträge Graz;NULL;5;Vo_022_Offene Aufträge Graz;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
299;EN;I;Vo_022_Offene Aufträge Graz;NULL;5;Vo_022_Offene Aufträge Graz;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
299;FR;I;Vo_022_commandes vacantes Graz;NULL;5;Vo_022_Offene Aufträge Graz;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
299;IT;I;Vo_022_ordini aperte Graz;NULL;5;Vo_022_Offene Aufträge Graz;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
304;DE;P;Brief_Fax;NULL;2;NULL;NULL;ma_anschrift;brief_fax;start;smtext.Filter;smtext.Ansicht;NULL;NULL;smtext.Dokument;Brief_Person;2;NULL;NULL;NULL;NULL;NULL
304;EN;P;Letter_Fax;NULL;2;NULL;NULL;ma_anschrift;brief_fax;start;smtext.Filter;smtext.Ansicht;NULL;NULL;smtext.Dokument;Brief_Person;2;NULL;NULL;NULL;NULL;NULL
304;FR;P;Lettre_Fax;NULL;2;NULL;NULL;ma_anschrift;brief_fax;start;smtext.Filter;smtext.Ansicht;NULL;NULL;smtext.Dokument;Brief_Person;2;NULL;NULL;NULL;NULL;NULL
304;IT;P;lettera_Fax;NULL;2;NULL;NULL;ma_anschrift;brief_fax;start;smtext.Filter;smtext.Ansicht;NULL;NULL;smtext.Dokument;Brief_Person;2;NULL;NULL;NULL;NULL;NULL
305;DE;A;Brief_Fax;NULL;2;NULL;NULL;ma_anschrift;brief_fax;start;smtext.Filter;smtext.Ansicht;NULL;NULL;smtext.Dokument;Brief_Anschrift;2;NULL;NULL;NULL;NULL;NULL
305;EN;A;Letter_Fax;NULL;2;NULL;NULL;ma_anschrift;brief_fax;start;smtext.Filter;smtext.Ansicht;NULL;NULL;smtext.Dokument;Brief_Anschrift;2;NULL;NULL;NULL;NULL;NULL
305;FR;A;Lettre_Fax;NULL;2;NULL;NULL;ma_anschrift;brief_fax;start;smtext.Filter;smtext.Ansicht;NULL;NULL;smtext.Dokument;Brief_Anschrift;2;NULL;NULL;NULL;NULL;NULL
305;IT;A;lettera_Fax;NULL;2;NULL;NULL;ma_anschrift;brief_fax;start;smtext.Filter;smtext.Ansicht;NULL;NULL;smtext.Dokument;Brief_Anschrift;2;NULL;NULL;NULL;NULL;NULL
306;DE;P;LV_Anforderung;NULL;2;NULL;NULL;ma_anschrift;brief_fax;start;smtext.Filter;smtext.Ansicht;NULL;NULL;smtext.Dokument;LV_Anford_Person;2;NULL;NULL;NULL;NULL;NULL
306;EN;P;LV_Anforderung;NULL;2;NULL;NULL;ma_anschrift;brief_fax;start;smtext.Filter;smtext.Ansicht;NULL;NULL;smtext.Dokument;LV_Anford_Person;2;NULL;NULL;NULL;NULL;NULL
306;FR;P;LV_Anforderung;NULL;2;NULL;NULL;ma_anschrift;brief_fax;start;smtext.Filter;smtext.Ansicht;NULL;NULL;smtext.Dokument;LV_Anford_Person;2;NULL;NULL;NULL;NULL;NULL
306;IT;P;"richiesta LV ";NULL;2;NULL;NULL;ma_anschrift;brief_fax;start;smtext.Filter;smtext.Ansicht;NULL;NULL;smtext.Dokument;LV_Anford_Person;2;NULL;NULL;NULL;NULL;NULL
307;DE;A;LV_Anforderung;NULL;2;NULL;NULL;ma_anschrift;brief_fax;start;smtext.Filter;smtext.Ansicht;NULL;NULL;smtext.Dokument;LV_Anford_Anschrift;2;NULL;NULL;NULL;NULL;NULL
307;EN;A;LV_Anforderung;NULL;2;NULL;NULL;ma_anschrift;brief_fax;start;smtext.Filter;smtext.Ansicht;NULL;NULL;smtext.Dokument;LV_Anford_Anschrift;2;NULL;NULL;NULL;NULL;NULL
307;FR;A;LV_réquisition;NULL;2;NULL;NULL;ma_anschrift;brief_fax;start;smtext.Filter;smtext.Ansicht;NULL;NULL;smtext.Dokument;LV_Anford_Anschrift;2;NULL;NULL;NULL;NULL;NULL
307;IT;A;"richiesta LV ";NULL;2;NULL;NULL;ma_anschrift;brief_fax;start;smtext.Filter;smtext.Ansicht;NULL;NULL;smtext.Dokument;LV_Anford_Anschrift;2;NULL;NULL;NULL;NULL;NULL
308;DE;I;Gebietabgleich;NULL;2;NULL;NULL;ma_tool_gebiet_all;anschriften_lesen;start;smtext.Filter;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
308;EN;I;Areas;NULL;2;NULL;NULL;ma_tool_gebiet_all;anschriften_lesen;start;smtext.Filter;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
308;FR;I;alignement région;NULL;2;NULL;NULL;ma_tool_gebiet_all;anschriften_lesen;start;smtext.Filter;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
308;IT;I;compensare regioni;NULL;2;NULL;NULL;ma_tool_gebiet_all;anschriften_lesen;start;smtext.Filter;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
309;DE;I;Vo_050_Referenzliste TS;NULL;5;Vo_050_Referenzliste TS;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
309;EN;I;Vo_050_Referenzliste TS;NULL;5;Vo_050_Referenzliste TS;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
309;FR;I;Vo_050_liste de référence TS;NULL;5;Vo_050_Referenzliste TS;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
309;IT;I;Vo_050_liste referenze TS;NULL;5;Vo_050_Referenzliste TS;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
310;DE;I;Auftragsbestand_FueWW;NULL;2;Auftragsbestand_FueWW;NULL;ma_reports;auftragsbestand_fueww;start;Dummy;NULL;NULL;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL
310;EN;I;Orders on hand - management meeting Weisweil;NULL;2;Auftragsbestand_FueWW;NULL;ma_reports;auftragsbestand_fueww;start;Dummy;NULL;NULL;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL
310;FR;I;contenu de commande _FueWW;NULL;2;Auftragsbestand_FueWW;NULL;ma_reports;auftragsbestand_fueww;start;Dummy;NULL;NULL;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL
310;IT;I;portafoglio ordini_FueWW;NULL;2;Auftragsbestand_FueWW;NULL;ma_reports;auftragsbestand_fueww;start;Dummy;NULL;NULL;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL
311;DE;I;Vo_051_Bauprogramm;NULL;5;Vo_051_Bauprogramm;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
311;EN;I;Vo_051_Bauprogramm;NULL;5;Vo_051_Bauprogramm;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
311;FR;I;Vo_051_programme de construction;NULL;5;Vo_051_Bauprogramm;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
311;IT;I;Vo_051_programma di costruzione;NULL;5;Vo_051_Bauprogramm;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
312;DE;I;Vo_052_Bauprogramm_Werk_Jahr;NULL;5;Vo_052_Bauprogramm_Werk_Jahr;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
312;EN;I;Vo_052_Bauprogramm_Werk_Jahr;NULL;5;Vo_052_Bauprogramm_Werk_Jahr;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
312;FR;I;Vo_052_programme de construction_usine_année;NULL;5;Vo_052_Bauprogramm_Werk_Jahr;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
312;IT;I;"Vo_052_programma di costruzione_fabbrica_anno ";NULL;5;Vo_052_Bauprogramm_Werk_Jahr;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
313;DE;I;"Vo_008b_Offene Angebote; Termin überschritten";NULL;5;"Vo_008b_Offene Angebote; Termin überschritten";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
313;EN;I;"Vo_008b_Offene Angebote; Termin überschritten";NULL;5;"Vo_008b_Offene Angebote; Termin überschritten";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
313;FR;I;"Vo_008b_offres vacante; date expirée";NULL;5;"Vo_008b_Offene Angebote; Termin überschritten";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
313;IT;I;Vo_008b_offerte aperte, data superata;NULL;5;"Vo_008b_Offene Angebote; Termin überschritten";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
314;DE;I;Vo_053_Orders_Iveco_Magirus;NULL;5;Vo_053_Orders_Iveco_Magirus;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
314;EN;I;Vo_053_Orders_Iveco_Magirus;NULL;5;Vo_053_Orders_Iveco_Magirus;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
314;FR;I;Vo_053_commandes_Iveco_Magirus;NULL;5;Vo_053_Orders_Iveco_Magirus;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
314;IT;I;Vo_053_ordini_Iveco_Magirus;NULL;5;Vo_053_Orders_Iveco_Magirus;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
315;DE;I;Vo_054_Suche nach FahrgestellNummer;NULL;5;Vo_054_Suche nach FahrgestellNummer;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
315;EN;I;Vo_054_Suche nach FahrgestellNummer;NULL;5;Vo_054_Suche nach FahrgestellNummer;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
315;FR;I;Vo_054_recherche par no. De châssis;NULL;5;Vo_054_Suche nach FahrgestellNummer;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
315;IT;I;Vo_054_cerca numero telaio;NULL;5;Vo_054_Suche nach FahrgestellNummer;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
316;DE;I;Vo_055_Grünmeldungen;NULL;5;Vo_055_Grünmeldungen;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
316;EN;I;Vo_055_Grünmeldungen;NULL;5;Vo_055_Grünmeldungen;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
316;FR;I;Vo_055_avis positif;NULL;5;Vo_055_Grünmeldungen;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
